"concat";"geo";"priority";"id"
"1-? ???????? ???????, 17?";"55.123615, 61.421221";"1";"382"
"1-? ???????? ???????, 18";"55.123929, 61.421787";"1";"383"
"1-? ???????? ???????, 19";"55.12359, 61.420205";"1";"384"
"1-? ???????? ???????, 2";"55.124022, 61.424652";"1";"385"
"1-? ???????? ???????, 20";"55.123899, 61.421463";"1";"386"
"1-? ???????? ???????, 22";"55.123878, 61.421122";"1";"387"
"1-? ???????? ???????, 24";"55.123873, 61.420852";"1";"388"
"1-? ???????? ???????, 26";"55.123857, 61.420493";"1";"389"
"1-? ???????? ???????, 28";"55.123842, 61.420143";"1";"390"
"1-? ???????? ???????, 3";"55.12379, 61.424194";"1";"391"
"1-? ???????? ???????, 30";"55.123821, 61.419801";"1";"392"
"1-? ???????? ???????, 4";"55.123996, 61.424248";"1";"393"
"1-? ???????? ???????, 5";"55.123744, 61.423799";"1";"394"
"1-? ???????? ???????, 6";"55.124001, 61.423907";"1";"395"
"1-? ???????? ???????, 7";"55.123739, 61.423332";"1";"396"
"1-? ???????? ???????, 8";"55.123996, 61.423673";"1";"397"
"1-? ???????? ???????, 9";"55.12361, 61.422838";"1";"398"
"1-? ?????????? ????????, 12";"55.163461, 61.476251";"1";"399"
"1-? ?????????? ????????, 16";"55.163801, 61.477536";"1";"400"
"1-? ?????????? ????????, 29";"55.162103, 61.475434";"1";"401"
"1-? ?????????? ????????, 30";"55.162232, 61.475578";"1";"402"
"1-? ?????????? ????????, 34";"55.162571, 61.475658";"1";"403"
"1-? ?????????? ????????, 34?";"55.163435, 61.475883";"1";"404"
"1-? ?????????? ????????, 35";"55.16271, 61.475658";"1";"405"
"1-? ?????????? ????????, 36?";"55.162957, 61.474787";"1";"406"
"1-? ?????????? ????????, 37";"55.162782, 61.47565";"1";"407"
"1-? ?????????? ????????, 39";"55.162962, 61.47565";"1";"408"
"1-? ?????????? ????????, 42";"55.163091, 61.475057";"1";"409"
"1-? ?????????? ????????, 44";"55.163255, 61.475057";"1";"410"
"1-? ?????????? ????????, 46";"55.163693, 61.476269";"1";"411"
"1-? ?????????? ????????, 46?";"55.163497, 61.474967";"1";"412"
"1-? ?????????? ????????, 47";"55.163487, 61.475317";"1";"413"
"1-? ?????????? ????????, 48";"55.163765, 61.475865";"1";"414"
"1-? ?????????? ????????, 49?";"55.16397, 61.475344";"1";"415"
"1-? ?????????? ????????, 49?";"55.164125, 61.475012";"1";"416"
"1-? ?????????? ????????, 49?";"55.163775, 61.474796";"1";"417"
"1-? ?????????? ????????, 50";"55.164027, 61.476162";"1";"418"
"1-? ?????????? ????????, 52";"55.163955, 61.476799";"1";"419"
"1-? ?????????? ????????, 57";"55.164243, 61.476521";"1";"420"
"1-? ?????????? ????????, 58?";"55.164299, 61.475506";"1";"421"
"1-? ????????? ????????, 2";"55.243192, 61.390175";"1";"422"
"1-? ????????? ????????, 4";"55.243757, 61.390687";"1";"423"
"1-? ???????? ????????, 12";"55.187651, 61.473485";"1";"424"
"1-? ???????? ????????, 14";"55.187435, 61.473341";"1";"425"
"1-? ???????? ????????, 16";"55.187301, 61.473233";"1";"426"
"1-? ???????? ????????, 18";"55.187121, 61.472999";"1";"427"
"1-? ???????? ????????, 8";"55.188159, 61.473889";"1";"428"
"1-? ?????????????? ????????, 10";"55.169719, 61.481354";"1";"429"
"1-? ????????? ????????, 2";"55.195133, 61.368867";"1";"430"
"1-? ????????? ????????, 4";"55.195118, 61.368382";"1";"431"
"1-? ????????? ????????, 6";"55.195113, 61.367888";"1";"432"
"1-? ??????-???????? ????????, 1";"55.180341, 61.356156";"1";"433"
"1-? ??????-???????? ????????, 10";"55.179673, 61.355787";"1";"434"
"1-? ??????-???????? ????????, 11";"55.179102, 61.356192";"1";"435"
"1-? ??????-???????? ????????, 12";"55.179483, 61.355805";"1";"436"
"1-? ??????-???????? ????????, 14";"55.179313, 61.355724";"1";"437"
"1-? ??????-???????? ????????, 16";"55.179123, 61.355814";"1";"438"
"1-? ??????-???????? ????????, 2";"55.180382, 61.355769";"1";"439"
"1-? ??????-???????? ????????, 3";"55.180115, 61.356156";"1";"440"
"1-? ??????-???????? ????????, 4";"55.180182, 61.355733";"1";"441"
"1-? ??????-???????? ????????, 5";"55.17976, 61.356165";"1";"442"
"1-? ??????-???????? ????????, 6";"55.179987, 61.355787";"1";"443"
"1-? ??????-???????? ????????, 7";"55.179473, 61.356165";"1";"444"
"1-? ??????-???????? ????????, 8";"55.179812, 61.355787";"1";"445"
"1-? ??????-???????? ????????, 9";"55.179313, 61.356183";"1";"446"
"1-? ???????? ????????, 4";"55.126884, 61.521455";"1";"447"
"1-? ???????? ????????, 6";"55.126647, 61.521464";"1";"448"
"1-? ???????? ????????, 8";"55.126514, 61.521455";"1";"449"
"1-? ?????????????? ????????, 1";"55.121865, 61.422317";"1";"450"
"1-? ?????????????? ????????, 10";"55.120789, 61.421849";"1";"451"
"1-? ?????????????? ????????, 11";"55.120841, 61.42246";"1";"452"
"1-? ?????????????? ????????, 12";"55.120573, 61.421894";"1";"453"
"1-? ?????????????? ????????, 13";"55.120624, 61.422505";"1";"454"
"1-? ?????????????? ????????, 14";"55.120403, 61.421993";"1";"455"
"1-? ?????????????? ????????, 15";"55.120424, 61.42246";"1";"456"
"1-? ?????????????? ????????, 16";"55.120161, 61.421975";"1";"457"
"1-? ?????????????? ????????, 17";"55.120218, 61.422487";"1";"458"
"1-? ?????????????? ????????, 18";"55.119929, 61.421984";"1";"459"
"1-? ?????????????? ????????, 2";"55.121819, 61.42184";"1";"460"
"1-? ?????????????? ????????, 21";"55.119924, 61.422757";"1";"461"
"1-? ?????????????? ????????, 23";"55.11979, 61.422981";"1";"462"
"1-? ?????????????? ????????, 3";"55.121654, 61.422397";"1";"463"
"1-? ?????????????? ????????, 4";"55.121572, 61.421796";"1";"464"
"1-? ?????????????? ????????, 5";"55.121484, 61.422352";"1";"465"
"1-? ?????????????? ????????, 6";"55.121515, 61.421804";"1";"466"
"1-? ?????????????? ????????, 7";"55.121268, 61.422361";"1";"467"
"1-? ?????????????? ????????, 8";"55.121057, 61.421903";"1";"468"
"1-? ?????????????? ????????, 9";"55.121052, 61.422388";"1";"469"
"1-? ??????? ????????, 10";"55.190909, 61.471544";"1";"470"
"1-? ??????? ????????, 12";"55.191007, 61.471275";"1";"471"
"1-? ??????? ????????, 2";"55.190565, 61.472865";"1";"472"
"1-? ??????? ????????, 3";"55.190416, 61.472407";"1";"473"
"1-? ??????? ????????, 3/2";"55.190441, 61.472326";"1";"474"
"1-? ??????? ????????, 4";"55.190693, 61.472443";"1";"475"
"1-? ??????? ????????, 5";"55.190529, 61.472038";"1";"476"
"1-? ??????? ????????, 6";"55.190781, 61.472074";"1";"477"
"1-? ??????? ????????, 8";"55.190837, 61.471859";"1";"478"
"1-? ????????-????????? ????????, 10";"55.176069, 61.480779";"1";"479"
"1-? ????????-????????? ????????, 11";"55.175879, 61.481129";"1";"480"
"1-? ????????-????????? ????????, 12";"55.175884, 61.480725";"1";"481"
"1-? ????????-????????? ????????, 7";"55.176218, 61.481192";"1";"482"
"1-? ????????-????????? ????????, 8";"55.176285, 61.480806";"1";"483"
"1-? ????????-????????? ????????, 9";"55.176038, 61.481192";"1";"484"
"1-? ????????????? ????????, 2";"55.191058, 61.443445";"1";"485"
"1-? ????????????? ????????, 4";"55.190868, 61.443526";"1";"486"
"1-? ???????????? ????????, 10";"55.11199, 61.416208";"1";"487"
"1-? ???????????? ????????, 11";"55.112, 61.415678";"1";"488"
"1-? ???????????? ????????, 12";"55.111815, 61.416028";"1";"489"
"1-? ???????????? ????????, 2";"55.112659, 61.416981";"1";"490"
"1-? ???????????? ????????, 3";"55.112628, 61.416415";"1";"491"
"1-? ???????????? ????????, 4";"55.112489, 61.416792";"1";"492"
"1-? ???????????? ????????, 5";"55.112463, 61.41619";"1";"493"
"1-? ???????????? ????????, 6";"55.112324, 61.416603";"1";"494"
"1-? ???????????? ????????, 7";"55.112304, 61.416037";"1";"495"
"1-? ???????????? ????????, 8";"55.112154, 61.416397";"1";"496"
"1-? ???????????? ????????, 9";"55.112123, 61.415795";"1";"497"
"1-? ????????? ????????, 1";"55.241139, 61.401386";"1";"498"
"1-? ????????? ????????, 10";"55.240467, 61.400299";"1";"499"
"1-? ????????? ????????, 11";"55.240225, 61.400523";"1";"500"
"1-? ????????? ????????, 12";"55.240318, 61.400146";"1";"501"
"1-? ????????? ????????, 13";"55.239984, 61.40029";"1";"502"
"1-? ????????? ????????, 14";"55.240102, 61.39994";"1";"503"
"1-? ????????? ????????, 2";"55.24138, 61.400973";"1";"504"
"1-? ????????? ????????, 3";"55.240954, 61.401179";"1";"505"
"1-? ????????? ????????, 4";"55.241057, 61.400784";"1";"506"
"1-? ????????? ????????, 5";"55.24078, 61.401017";"1";"507"
"1-? ????????? ????????, 6";"55.240852, 61.400631";"1";"508"
"1-? ????????? ????????, 7";"55.240585, 61.400847";"1";"509"
"1-? ????????? ????????, 8";"55.240672, 61.400478";"1";"510"
"1-? ????????? ????????, 9";"55.240405, 61.400685";"1";"511"
"1-? ?????????? ????????, 1";"55.234276, 61.301125";"1";"512"
"1-? ?????????? ????????, 3";"55.234019, 61.301107";"1";"513"
"1-? ?????????? ????????, 5";"55.23384, 61.30117";"1";"514"
"1-? ?????????? ????????, 7";"55.233675, 61.301188";"1";"515"
"1-? ?????????? ????????, 9";"55.23346, 61.301152";"1";"516"
"1-? ????????? ????????, 1";"55.191325, 61.479683";"1";"517"
"1-? ????????? ????????, 10";"55.19261, 61.479548";"1";"518"
"1-? ????????? ????????, 11";"55.19278, 61.478964";"1";"519"
"1-? ????????? ????????, 12";"55.192841, 61.479404";"1";"520"
"1-? ????????? ????????, 13?";"55.193674, 61.478335";"1";"521"
"1-? ????????? ????????, 14";"55.19317, 61.479117";"1";"522"
"1-? ????????? ????????, 15";"55.19407, 61.478174";"1";"523"
"1-? ????????? ????????, 16";"55.193407, 61.478946";"1";"524"
"1-? ????????? ????????, 17";"55.19427, 61.478048";"1";"525"
"1-? ????????? ????????, 18";"55.1937, 61.478821";"1";"526"
"1-? ????????? ????????, 2";"55.191449, 61.480312";"1";"527"
"1-? ????????? ????????, 20";"55.193921, 61.478686";"1";"528"
"1-? ????????? ????????, 21";"55.194681, 61.477338";"1";"529"
"1-? ????????? ????????, 22";"55.194177, 61.478515";"1";"530"
"1-? ????????? ????????, 23";"55.194758, 61.477015";"1";"531"
"1-? ????????? ????????, 24";"55.194398, 61.478398";"1";"532"
"1-? ????????? ????????, 25";"55.19484, 61.476683";"1";"533"
"1-? ????????? ????????, 26";"55.19463, 61.478192";"1";"534"
"1-? ????????? ????????, 27";"55.194912, 61.476386";"1";"535"
"1-? ????????? ????????, 28";"55.194866, 61.478111";"1";"536"
"1-? ????????? ????????, 29";"55.194969, 61.476171";"1";"537"
"1-? ????????? ????????, 3";"55.19169, 61.479647";"1";"538"
"1-? ????????? ????????, 30";"55.194881, 61.477509";"1";"539"
"1-? ????????? ????????, 31";"55.195051, 61.475865";"1";"540"
"1-? ????????? ????????, 31?";"55.195185, 61.47538";"1";"541"
"1-? ????????? ????????, 32";"55.194964, 61.47715";"1";"542"
"1-? ????????? ????????, 33";"55.195385, 61.474545";"1";"543"
"1-? ????????? ????????, 33?";"55.195277, 61.474994";"1";"544"
"1-? ????????? ????????, 34";"55.195025, 61.476871";"1";"545"
"1-? ????????? ????????, 35";"55.195462, 61.474248";"1";"546"
"1-? ????????? ????????, 36";"55.195113, 61.476611";"1";"547"
"1-? ????????? ????????, 37";"55.195534, 61.473997";"1";"548"
"1-? ????????? ????????, 38";"55.19518, 61.476341";"1";"549"
"1-? ????????? ????????, 39";"55.195601, 61.473772";"1";"550"
"1-? ????????? ????????, 4";"55.191716, 61.480105";"1";"551"
"1-? ????????? ????????, 40";"55.195277, 61.476009";"1";"552"
"1-? ????????? ????????, 41";"55.195668, 61.473449";"1";"553"
"1-? ????????? ????????, 42";"55.19537, 61.475712";"1";"554"
"1-? ????????? ????????, 43";"55.19577, 61.473134";"1";"555"
"1-? ????????? ????????, 44";"55.195426, 61.475398";"1";"556"
"1-? ????????? ????????, 46";"55.195508, 61.475093";"1";"557"
"1-? ????????? ????????, 48";"55.195601, 61.474751";"1";"558"
"1-? ????????? ????????, 5";"55.191927, 61.479485";"1";"559"
"1-? ????????? ????????, 50";"55.195668, 61.474473";"1";"560"
"1-? ????????? ????????, 52";"55.19575, 61.474167";"1";"561"
"1-? ????????? ????????, 54";"55.195827, 61.473871";"1";"562"
"1-? ????????? ????????, 56";"55.195889, 61.473709";"1";"563"
"1-? ????????? ????????, 58";"55.195991, 61.473296";"1";"564"
"1-? ????????? ????????, 6";"55.19206, 61.479899";"1";"565"
"1-? ????????? ????????, 7";"55.192204, 61.479288";"1";"566"
"1-? ????????? ????????, 8";"55.192297, 61.47971";"1";"567"
"1-? ????????? ????????, 9";"55.192497, 61.479063";"1";"568"
"1-? ??????????????? ????????, 10";"55.120784, 61.330383";"1";"569"
"1-? ??????????????? ????????, 11";"55.121433, 61.329934";"1";"570"
"1-? ??????????????? ????????, 15";"55.120768, 61.331793";"1";"571"
"1-? ??????????????? ????????, 16";"55.121046, 61.331102";"1";"572"
"1-? ??????????????? ????????, 3";"55.120454, 61.329637";"1";"573"
"1-? ??????????????? ????????, 6";"55.12046, 61.330302";"1";"574"
"1-? ??????????????? ????????, 7";"55.120825, 61.329799";"1";"575"
"1-? ??????????????? ????????, 8";"55.120604, 61.330329";"1";"576"
"1-? ??????????????? ????????, 9";"55.121103, 61.329898";"1";"577"
"1-? ????????? ????????, 1";"55.238028, 61.402374";"1";"578"
"1-? ????????? ????????, 10";"55.238737, 61.402572";"1";"579"
"1-? ????????? ????????, 12";"55.238588, 61.402428";"1";"580"
"1-? ????????? ????????, 14";"55.238454, 61.402302";"1";"581"
"1-? ????????? ????????, 16";"55.23829, 61.402149";"1";"582"
"1-? ????????? ????????, 18";"55.238105, 61.40197";"1";"583"
"1-? ????????? ????????, 2";"55.239733, 61.403317";"1";"584"
"1-? ????????? ????????, 20";"55.237972, 61.401925";"1";"585"
"1-? ????????? ????????, 22";"55.237813, 61.401889";"1";"586"
"1-? ????????? ????????, 24";"55.237541, 61.401835";"1";"587"
"1-? ????????? ????????, 3";"55.23788, 61.402482";"1";"588"
"1-? ????????? ????????, 4";"55.239548, 61.403155";"1";"589"
"1-? ????????? ????????, 5";"55.237679, 61.402275";"1";"590"
"1-? ????????? ????????, 6";"55.239312, 61.40285";"1";"591"
"1-? ????????? ????????, 7";"55.237515, 61.402203";"1";"592"
"1-? ????????? ????????, 8";"55.238932, 61.402724";"1";"593"
"1-? ?????????? ????????, 1";"55.165282, 61.527653";"1";"594"
"1-? ?????????? ????????, 10";"55.165837, 61.52644";"1";"595"
"1-? ?????????? ????????, 11";"55.165102, 61.527078";"1";"596"
"1-? ?????????? ????????, 12";"55.166022, 61.526306";"1";"597"
"1-? ?????????? ????????, 12?";"55.166187, 61.526341";"1";"598"
"1-? ?????????? ????????, 13";"55.165025, 61.526845";"1";"599"
"1-? ?????????? ????????, 14";"55.16593, 61.52591";"1";"600"
"1-? ?????????? ????????, 15";"55.165158, 61.52662";"1";"601"
"1-? ?????????? ????????, 16";"55.165739, 61.526009";"1";"602"
"1-? ?????????? ????????, 17";"55.165349, 61.52644";"1";"603"
"1-? ?????????? ????????, 18";"55.165595, 61.526135";"1";"604"
"1-? ?????????? ????????, 19";"55.165205, 61.525955";"1";"605"
"1-? ?????????? ????????, 2";"55.166192, 61.526764";"1";"606"
"1-? ?????????? ????????, 20";"55.165472, 61.525677";"1";"607"
"1-? ?????????? ????????, 21";"55.165019, 61.526099";"1";"608"
"1-? ?????????? ????????, 22";"55.165621, 61.525515";"1";"609"
"1-? ?????????? ????????, 23";"55.164865, 61.526234";"1";"610"
"1-? ?????????? ????????, 24";"55.165811, 61.525434";"1";"611"
"1-? ?????????? ????????, 25";"55.164747, 61.525874";"1";"612"
"1-? ?????????? ????????, 26";"55.165667, 61.525093";"1";"613"
"1-? ?????????? ????????, 27";"55.164937, 61.525731";"1";"614"
"1-? ?????????? ????????, 28";"55.165513, 61.52521";"1";"615"
"1-? ?????????? ????????, 29";"55.165107, 61.525542";"1";"616"
"1-? ?????????? ????????, 2?";"55.166346, 61.527455";"1";"617"
"1-? ?????????? ????????, 3";"55.165436, 61.5275";"1";"618"
"1-? ?????????? ????????, 30";"55.165349, 61.525299";"1";"619"
"1-? ?????????? ????????, 4";"55.166002, 61.526997";"1";"620"
"1-? ?????????? ????????, 4?";"55.166043, 61.527716";"1";"621"
"1-? ?????????? ????????, 5";"55.165616, 61.52733";"1";"622"
"1-? ?????????? ????????, 5?";"55.165683, 61.528048";"1";"623"
"1-? ?????????? ????????, 6";"55.165852, 61.527132";"1";"624"
"1-? ?????????? ????????, 7";"55.165467, 61.526818";"1";"625"
"1-? ?????????? ????????, 8";"55.165698, 61.526566";"1";"626"
"1-? ?????????? ????????, 9";"55.165287, 61.52697";"1";"627"
"1-? ??????????? ?????, 1";"55.191351, 61.463477";"1";"628"
"1-? ??????????? ?????, 10";"55.191125, 61.461357";"1";"629"
"1-? ??????????? ?????, 11";"55.19093, 61.461654";"1";"630"
"1-? ??????????? ?????, 12";"55.191043, 61.460836";"1";"631"
"1-? ??????????? ?????, 13";"55.190883, 61.461411";"1";"632"
"1-? ??????????? ?????, 14";"55.19094, 61.460423";"1";"633"
"1-? ??????????? ?????, 15";"55.190827, 61.461214";"1";"634"
"1-? ??????????? ?????, 16";"55.190832, 61.459839";"1";"635"
"1-? ??????????? ?????, 17";"55.190719, 61.460513";"1";"636"
"1-? ??????????? ?????, 18";"55.190755, 61.45939";"1";"637"
"1-? ??????????? ?????, 19";"55.190601, 61.4601";"1";"638"
"1-? ??????????? ?????, 2";"55.191531, 61.463388";"1";"639"
"1-? ??????????? ?????, 20";"55.190652, 61.458851";"1";"640"
"1-? ??????????? ?????, 21";"55.19056, 61.459875";"1";"641"
"1-? ??????????? ?????, 25";"55.19022, 61.458608";"1";"642"
"1-? ??????????? ?????, 26";"55.190344, 61.457468";"1";"643"
"1-? ??????????? ?????, 28";"55.19022, 61.45692";"1";"644"
"1-? ??????????? ?????, 3";"55.191259, 61.463055";"1";"645"
"1-? ??????????? ?????, 30";"55.190148, 61.456506";"1";"646"
"1-? ??????????? ?????, 31";"55.189804, 61.456102";"1";"647"
"1-? ??????????? ?????, 32";"55.190025, 61.455905";"1";"648"
"1-? ??????????? ?????, 33";"55.189706, 61.455662";"1";"649"
"1-? ??????????? ?????, 34";"55.189933, 61.455509";"1";"650"
"1-? ??????????? ?????, 35";"55.189614, 61.455204";"1";"651"
"1-? ??????????? ?????, 36";"55.189778, 61.454952";"1";"652"
"1-? ??????????? ?????, 4";"55.191464, 61.462956";"1";"653"
"1-? ??????????? ?????, 5";"55.191207, 61.462822";"1";"654"
"1-? ??????????? ?????, 6";"55.191372, 61.462256";"1";"655"
"1-? ??????????? ?????, 7";"55.19113, 61.462435";"1";"656"
"1-? ??????????? ?????, 8";"55.191243, 61.461905";"1";"657"
"1-? ??????????? ?????, 9";"55.191012, 61.462076";"1";"658"
"1-? ??????? ?????, 1";"55.110646, 61.366432";"1";"659"
"1-? ??????? ?????, 10";"55.110223, 61.365507";"1";"660"
"1-? ??????? ?????, 11";"55.109868, 61.365588";"1";"661"
"1-? ??????? ?????, 12";"55.110048, 61.365309";"1";"662"
"1-? ??????? ?????, 13";"55.109729, 61.365453";"1";"663"
"1-? ??????? ?????, 14";"55.109868, 61.365112";"1";"664"
"1-? ??????? ?????, 15";"55.109533, 61.365256";"1";"665"
"1-? ??????? ?????, 16";"55.109713, 61.364932";"1";"666"
"1-? ??????? ?????, 17";"55.109271, 61.36495";"1";"667"
"1-? ??????? ?????, 18";"55.10942, 61.364573";"1";"668"
"1-? ??????? ?????, 19";"55.108931, 61.364537";"1";"669"
"1-? ??????? ?????, 2";"55.110821, 61.365759";"1";"670"
"1-? ??????? ?????, 20";"55.108977, 61.364007";"1";"671"
"1-? ??????? ?????, 21";"55.108735, 61.36433";"1";"672"
"1-? ??????? ?????, 22";"55.108699, 61.363782";"1";"673"
"1-? ??????? ?????, 23";"55.10856, 61.364124";"1";"674"
"1-? ??????? ?????, 24";"55.10855, 61.363603";"1";"675"
"1-? ??????? ?????, 25";"55.108338, 61.363854";"1";"676"
"1-? ??????? ?????, 26";"55.108385, 61.363414";"1";"677"
"1-? ??????? ?????, 27";"55.108225, 61.3638";"1";"678"
"1-? ??????? ?????, 28";"55.108225, 61.363261";"1";"679"
"1-? ??????? ?????, 29";"55.108066, 61.363621";"1";"680"
"1-? ??????? ?????, 3";"55.11044, 61.366226";"1";"681"
"1-? ??????? ?????, 30";"55.10806, 61.363118";"1";"682"
"1-? ??????? ?????, 31";"55.107885, 61.363387";"1";"683"
"1-? ??????? ?????, 32";"55.10789, 61.362893";"1";"684"
"1-? ??????? ?????, 33";"55.107715, 61.363189";"1";"685"
"1-? ??????? ?????, 34";"55.107715, 61.362686";"1";"686"
"1-? ??????? ?????, 35";"55.107556, 61.363064";"1";"687"
"1-? ??????? ?????, 36";"55.107545, 61.362498";"1";"688"
"1-? ??????? ?????, 37";"55.107319, 61.362758";"1";"689"
"1-? ??????? ?????, 4";"55.110738, 61.366064";"1";"690"
"1-? ??????? ?????, 5";"55.110321, 61.3661";"1";"691"
"1-? ??????? ?????, 6";"55.110568, 61.365884";"1";"692"
"1-? ??????? ?????, 7";"55.110146, 61.365911";"1";"693"
"1-? ??????? ?????, 8";"55.110409, 61.36566";"1";"694"
"1-? ??????? ?????, 9";"55.110048, 61.365786";"1";"695"
"1-? ??????? ?????, 1";"55.101622, 61.476898";"1";"696"
"1-? ??????? ?????, 4";"55.101396, 61.477105";"1";"697"
"1-? ??????? ?????, 4?";"55.101154, 61.477293";"1";"698"
"1-? ??????? ?????, 5";"55.101504, 61.476449";"1";"699"
"1-? ??????? ?????, 6";"55.101308, 61.476763";"1";"700"
"1-? ??????? ?????, 6?";"55.101051, 61.476889";"1";"701"
"1-? ?????????????? ?????, 1";"55.104445, 61.501593";"1";"702"
"1-? ?????????????? ?????, 10";"55.104924, 61.50056";"1";"703"
"1-? ?????????????? ?????, 11";"55.104759, 61.500218";"1";"704"
"1-? ?????????????? ?????, 12";"55.105027, 61.500335";"1";"705"
"1-? ?????????????? ?????, 13";"55.104831, 61.499931";"1";"706"
"1-? ?????????????? ?????, 14";"55.105048, 61.500102";"1";"707"
"1-? ?????????????? ?????, 15";"55.104883, 61.499661";"1";"708"
"1-? ?????????????? ?????, 16";"55.105171, 61.499635";"1";"709"
"1-? ?????????????? ?????, 17";"55.104945, 61.499428";"1";"710"
"1-? ?????????????? ?????, 18";"55.105223, 61.499356";"1";"711"
"1-? ?????????????? ?????, 19";"55.105017, 61.499185";"1";"712"
"1-? ?????????????? ?????, 2";"55.104646, 61.501746";"1";"713"
"1-? ?????????????? ?????, 20";"55.1053, 61.499087";"1";"714"
"1-? ?????????????? ?????, 20?";"55.105357, 61.498853";"1";"715"
"1-? ?????????????? ?????, 21";"55.105058, 61.498943";"1";"716"
"1-? ?????????????? ?????, 22";"55.105418, 61.498566";"1";"717"
"1-? ?????????????? ?????, 23";"55.10513, 61.498709";"1";"718"
