"concat";"geo";"priority";"id"
"?????????????????, ????? ??????????, 4";"55.183056, 61.442753";"1";"23620"
"?????????????????, ????? ??????????, 5";"55.182834, 61.443328";"1";"23621"
"?????????????????, ????? ??????????, 7";"55.182675, 61.442636";"1";"23622"
"?????????????????, ????? ??????????, 8";"55.183179, 61.442142";"1";"23623"
"?????????????????, ????? ??????????, 9";"55.182619, 61.442223";"1";"23624"
"??????????? No 3";"55.17955, 61.546958";"1";"23625"
"??????????? No 3, 1-? ??????, 26";"55.174301, 61.535765";"1";"23626"
"??????????? No 3, 1-? ??????, 29";"55.174779, 61.53528";"1";"23627"
"??????????? No 3, 1-? ??????, 4";"55.17119, 61.538675";"1";"23628"
"??????????? No 3, 1-? ??????, 6";"55.171457, 61.538433";"1";"23629"
"??????????? No 3, 1-? ??????, 7";"55.171586, 61.538325";"1";"23630"
"??????????? No 3, 10-? ??????, 15";"55.173797, 61.543661";"1";"23631"
"??????????? No 3, 10-? ??????, 16";"55.173853, 61.543886";"1";"23632"
"??????????? No 3, 10-? ??????, 17";"55.173853, 61.543499";"1";"23633"
"??????????? No 3, 10-? ??????, 22";"55.174229, 61.543472";"1";"23634"
"??????????? No 3, 10-? ??????, 25";"55.17445, 61.543113";"1";"23635"
"??????????? No 3, 10-? ??????, 29";"55.174702, 61.542879";"1";"23636"
"??????????? No 3, 10-? ??????, 30";"55.174763, 61.543032";"1";"23637"
"??????????? No 3, 10-? ??????, 31";"55.17481, 61.5427";"1";"23638"
"??????????? No 3, 10-? ??????, 34";"55.175159, 61.5427";"1";"23639"
"??????????? No 3, 10-? ??????, 36";"55.175278, 61.542574";"1";"23640"
"??????????? No 3, 10-? ??????, 39";"55.175632, 61.542071";"1";"23641"
"??????????? No 3, 10-? ??????, 41";"55.175766, 61.541945";"1";"23642"
"??????????? No 3, 10-? ??????, 43";"55.17591, 61.541783";"1";"23643"
"??????????? No 3, 10-? ??????, 53";"55.176501, 61.541236";"1";"23644"
"??????????? No 3, 10-? ??????, 55";"55.176645, 61.540984";"1";"23645"
"??????????? No 3, 10-? ??????, 6";"55.17318, 61.544703";"1";"23646"
"??????????? No 3, 10-? ??????, 62";"55.177087, 61.540903";"1";"23647"
"??????????? No 3, 10-? ??????, 7";"55.173283, 61.544128";"1";"23648"
"??????????? No 3, 10-? ??????, 8";"55.173195, 61.544371";"1";"23649"
"??????????? No 3, 11-? ??????, 1";"55.17302, 61.545296";"1";"23650"
"??????????? No 3, 11-? ??????, 11";"55.173781, 61.544649";"1";"23651"
"??????????? No 3, 11-? ??????, 13";"55.173848, 61.544496";"1";"23652"
"??????????? No 3, 11-? ??????, 14";"55.17374, 61.545071";"1";"23653"
"??????????? No 3, 11-? ??????, 17";"55.174326, 61.544155";"1";"23654"
"??????????? No 3, 11-? ??????, 20";"55.174152, 61.544658";"1";"23655"
"??????????? No 3, 11-? ??????, 24";"55.174347, 61.54446";"1";"23656"
"??????????? No 3, 11-? ??????, 28";"55.174686, 61.544245";"1";"23657"
"??????????? No 3, 11-? ??????, 30";"55.174825, 61.544137";"1";"23658"
"??????????? No 3, 11-? ??????, 32";"55.174933, 61.543948";"1";"23659"
"??????????? No 3, 11-? ??????, 37";"55.175637, 61.542969";"1";"23660"
"??????????? No 3, 11-? ??????, 41";"55.175853, 61.542718";"1";"23661"
"??????????? No 3, 11-? ??????, 45";"55.176074, 61.542601";"1";"23662"
"??????????? No 3, 11-? ??????, 46";"55.176182, 61.542843";"1";"23663"
"??????????? No 3, 11-? ??????, 57";"55.177056, 61.541721";"1";"23664"
"??????????? No 3, 11-? ??????, 6";"55.173206, 61.545467";"1";"23665"
"??????????? No 3, 11-? ??????, 61";"55.177303, 61.541478";"1";"23666"
"??????????? No 3, 12-? ??????, 1";"55.173231, 61.546185";"1";"23667"
"??????????? No 3, 12-? ??????, 10";"55.173833, 61.545934";"1";"23668"
"??????????? No 3, 12-? ??????, 13";"55.173915, 61.545556";"1";"23669"
"??????????? No 3, 12-? ??????, 19";"55.174362, 61.545233";"1";"23670"
"??????????? No 3, 12-? ??????, 25";"55.174753, 61.544892";"1";"23671"
"??????????? No 3, 12-? ??????, 26";"55.17499, 61.544865";"1";"23672"
"??????????? No 3, 12-? ??????, 28";"55.175118, 61.544748";"1";"23673"
"??????????? No 3, 12-? ??????, 29";"55.175, 61.544649";"1";"23674"
"??????????? No 3, 12-? ??????, 3";"55.173334, 61.546068";"1";"23675"
"??????????? No 3, 12-? ??????, 32";"55.17535, 61.544604";"1";"23676"
"??????????? No 3, 12-? ??????, 34";"55.175684, 61.544281";"1";"23677"
"??????????? No 3, 12-? ??????, 38";"55.175956, 61.543975";"1";"23678"
"??????????? No 3, 12-? ??????, 43";"55.176182, 61.54358";"1";"23679"
"??????????? No 3, 12-? ??????, 45";"55.176357, 61.543454";"1";"23680"
"??????????? No 3, 12-? ??????, 5";"55.173483, 61.546006";"1";"23681"
"??????????? No 3, 12-? ??????, 53";"55.176866, 61.542987";"1";"23682"
"??????????? No 3, 13-? ??????, 10";"55.174198, 61.546527";"1";"23683"
"??????????? No 3, 13-? ??????, 11";"55.174239, 61.546293";"1";"23684"
"??????????? No 3, 13-? ??????, 12";"55.174316, 61.546401";"1";"23685"
"??????????? No 3, 13-? ??????, 21";"55.174805, 61.545799";"1";"23686"
"??????????? No 3, 13-? ??????, 24";"55.175087, 61.545727";"1";"23687"
"??????????? No 3, 13-? ??????, 25";"55.175046, 61.545592";"1";"23688"
"??????????? No 3, 13-? ??????, 26";"55.175216, 61.545601";"1";"23689"
"??????????? No 3, 13-? ??????, 28";"55.175344, 61.545503";"1";"23690"
"??????????? No 3, 13-? ??????, 29";"55.175303, 61.545368";"1";"23691"
"??????????? No 3, 13-? ??????, 31";"55.175442, 61.545224";"1";"23692"
"??????????? No 3, 13-? ??????, 35";"55.175725, 61.544847";"1";"23693"
"??????????? No 3, 13-? ??????, 4";"55.173704, 61.547066";"1";"23694"
"??????????? No 3, 13-? ??????, 44";"55.176594, 61.544442";"1";"23695"
"??????????? No 3, 13-? ??????, 54";"55.177169, 61.543877";"1";"23696"
"??????????? No 3, 13-? ??????, 58";"55.177427, 61.543652";"1";"23697"
"??????????? No 3, 13-? ??????, 6";"55.173946, 61.546769";"1";"23698"
"??????????? No 3, 13-? ??????, 65";"55.177766, 61.543005";"1";"23699"
"??????????? No 3, 13-? ??????, 67";"55.177982, 61.542942";"1";"23700"
"??????????? No 3, 14-? ??????, 16";"55.174882, 61.54667";"1";"23701"
"??????????? No 3, 14-? ??????, 33";"55.176116, 61.545619";"1";"23702"
"??????????? No 3, 14-? ??????, 35";"55.176224, 61.545485";"1";"23703"
"??????????? No 3, 14-? ??????, 36";"55.176866, 61.545134";"1";"23704"
"??????????? No 3, 14-? ??????, 4";"55.174018, 61.547667";"1";"23705"
"??????????? No 3, 14-? ??????, 49";"55.177164, 61.544622";"1";"23706"
"??????????? No 3, 14-? ??????, 53";"55.17736, 61.544371";"1";"23707"
"??????????? No 3, 14-? ??????, 59";"55.177812, 61.544038";"1";"23708"
"??????????? No 3, 14-? ??????, 61";"55.177941, 61.543948";"1";"23709"
"??????????? No 3, 14-? ??????, 7";"55.174136, 61.547173";"1";"23710"
"??????????? No 3, 15-? ??????, 13";"55.175247, 61.547272";"1";"23711"
"??????????? No 3, 15-? ??????, 18";"55.175257, 61.547479";"1";"23712"
"??????????? No 3, 15-? ??????, 1?";"55.174002, 61.548377";"1";"23713"
"??????????? No 3, 15-? ??????, 25";"55.176383, 61.546275";"1";"23714"
"??????????? No 3, 15-? ??????, 32";"55.176234, 61.546589";"1";"23715"
"??????????? No 3, 15-? ??????, 36";"55.176511, 61.546356";"1";"23716"
"??????????? No 3, 15-? ??????, 43";"55.177627, 61.545179";"1";"23717"
"??????????? No 3, 15-? ??????, 45";"55.17775, 61.545053";"1";"23718"
"??????????? No 3, 15-? ??????, 47";"55.1779, 61.544928";"1";"23719"
"??????????? No 3, 15-? ??????, 48";"55.177236, 61.545691";"1";"23720"
"??????????? No 3, 15-? ??????, 53";"55.178157, 61.544541";"1";"23721"
"??????????? No 3, 15-? ??????, 54";"55.177653, 61.545323";"1";"23722"
"??????????? No 3, 15-? ??????, 56";"55.177792, 61.545197";"1";"23723"
"??????????? No 3, 15-? ??????, 6";"55.174517, 61.548135";"1";"23724"
"??????????? No 3, 15-? ??????, 60";"55.178043, 61.544955";"1";"23725"
"??????????? No 3, 15-? ??????, 7";"55.174789, 61.547676";"1";"23726"
"??????????? No 3, 15-? ??????, 9";"55.174918, 61.547551";"1";"23727"
"??????????? No 3, 16-? ??????, 1";"55.174347, 61.549024";"1";"23728"
"??????????? No 3, 16-? ??????, 11";"55.175103, 61.548332";"1";"23729"
"??????????? No 3, 16-? ??????, 16";"55.175442, 61.548278";"1";"23730"
"??????????? No 3, 16-? ??????, 21";"55.175452, 61.548036";"1";"23731"
"??????????? No 3, 16-? ??????, 3";"55.174501, 61.548898";"1";"23732"
"??????????? No 3, 16-? ??????, 31";"55.176589, 61.54703";"1";"23733"
"??????????? No 3, 16-? ??????, 34";"55.17683, 61.54703";"1";"23734"
"??????????? No 3, 16-? ??????, 51";"55.17791, 61.545862";"1";"23735"
"??????????? No 3, 16-? ??????, 9";"55.175015, 61.548449";"1";"23736"
"??????????? No 3, 17-? ??????, 13";"55.175272, 61.549033";"1";"23737"
"??????????? No 3, 17-? ??????, 15";"55.175411, 61.548943";"1";"23738"
"??????????? No 3, 17-? ??????, 17";"55.17555, 61.54879";"1";"23739"
"??????????? No 3, 17-? ??????, 19";"55.175704, 61.548665";"1";"23740"
"??????????? No 3, 17-? ??????, 21";"55.17574, 61.54853";"1";"23741"
"??????????? No 3, 17-? ??????, 24";"55.17626, 61.548638";"1";"23742"
"??????????? No 3, 17-? ??????, 44";"55.177812, 61.547155";"1";"23743"
"??????????? No 3, 17-? ??????, 47";"55.177843, 61.546886";"1";"23744"
"??????????? No 3, 17-? ??????, 51";"55.178064, 61.546706";"1";"23745"
"??????????? No 3, 18-? ??????, 17";"55.176378, 61.549069";"1";"23746"
"??????????? No 3, 18-? ??????, 27";"55.177062, 61.548512";"1";"23747"
"??????????? No 3, 18-? ??????, 28";"55.178984, 61.547488";"1";"23748"
"??????????? No 3, 2-? ??????, 15";"55.171833, 61.53855";"1";"23749"
"??????????? No 3, 2-? ??????, 31";"55.173062, 61.537624";"1";"23750"
"??????????? No 3, 2-? ??????, 33";"55.173226, 61.537454";"1";"23751"
"??????????? No 3, 2-? ??????, 41";"55.173823, 61.536843";"1";"23752"
"??????????? No 3, 2-? ??????, 45";"55.17408, 61.536627";"1";"23753"
"??????????? No 3, 2-? ??????, 47";"55.174234, 61.536555";"1";"23754"
"??????????? No 3, 2-? ??????, 49";"55.174373, 61.536349";"1";"23755"
"??????????? No 3, 2-? ??????, 51";"55.174537, 61.536232";"1";"23756"
"??????????? No 3, 21-? ??????, 10";"55.175637, 61.552752";"1";"23757"
"??????????? No 3, 21-? ??????, 14";"55.175504, 61.552195";"1";"23758"
"??????????? No 3, 21-? ??????, 16";"55.175576, 61.551961";"1";"23759"
"??????????? No 3, 21-? ??????, 18";"55.17556, 61.551719";"1";"23760"
"??????????? No 3, 21-? ??????, 2";"55.175617, 61.554854";"1";"23761"
"??????????? No 3, 21-? ??????, 5";"55.175447, 61.550111";"1";"23762"
"??????????? No 3, 21-? ??????, 6";"55.17555, 61.554054";"1";"23763"
"??????????? No 3, 22-? ??????, 1";"55.175951, 61.55471";"1";"23764"
"??????????? No 3, 22-? ??????, 13";"55.175946, 61.553282";"1";"23765"
"??????????? No 3, 22-? ??????, 19";"55.175853, 61.552599";"1";"23766"
"??????????? No 3, 22-? ??????, 2";"55.176044, 61.554908";"1";"23767"
"??????????? No 3, 22-? ??????, 20";"55.176074, 61.552554";"1";"23768"
"??????????? No 3, 22-? ??????, 21";"55.175936, 61.552294";"1";"23769"
"??????????? No 3, 22-? ??????, 25";"55.175936, 61.551925";"1";"23770"
"??????????? No 3, 22-? ??????, 26";"55.176136, 61.551764";"1";"23771"
"??????????? No 3, 22-? ??????, 28";"55.1761, 61.551503";"1";"23772"
"??????????? No 3, 22-? ??????, 36";"55.176044, 61.54994";"1";"23773"
"??????????? No 3, 22-? ??????, 5";"55.175936, 61.554019";"1";"23774"
"??????????? No 3, 22-? ??????, 6";"55.176126, 61.554459";"1";"23775"
"??????????? No 3, 23-? ??????, 10";"55.176547, 61.553686";"1";"23776"
"??????????? No 3, 23-? ??????, 18";"55.176553, 61.552518";"1";"23777"
"??????????? No 3, 23-? ??????, 21";"55.17645, 61.552006";"1";"23778"
"??????????? No 3, 23-? ??????, 24";"55.176527, 61.551683";"1";"23779"
"??????????? No 3, 23-? ??????, 26";"55.176522, 61.551297";"1";"23780"
"??????????? No 3, 23-? ??????, 3";"55.176398, 61.554297";"1";"23781"
"??????????? No 3, 23-? ??????, 30";"55.176537, 61.550614";"1";"23782"
"??????????? No 3, 23-? ??????, 31";"55.176424, 61.550282";"1";"23783"
"??????????? No 3, 23-? ??????, 8";"55.176568, 61.554001";"1";"23784"
"??????????? No 3, 24-? ??????, 14";"55.177108, 61.553228";"1";"23785"
"??????????? No 3, 24-? ??????, 21";"55.176892, 61.552033";"1";"23786"
"??????????? No 3, 24-? ??????, 22";"55.177026, 61.55215";"1";"23787"
"??????????? No 3, 24-? ??????, 23";"55.176918, 61.551836";"1";"23788"
"??????????? No 3, 24-? ??????, 25";"55.176933, 61.551342";"1";"23789"
"??????????? No 3, 24-? ??????, 27";"55.17682, 61.550865";"1";"23790"
"??????????? No 3, 24-? ??????, 29";"55.176846, 61.550425";"1";"23791"
"??????????? No 3, 24-? ??????, 33";"55.176851, 61.549787";"1";"23792"
"??????????? No 3, 24-? ??????, 35";"55.176804, 61.549527";"1";"23793"
"??????????? No 3, 24-? ??????, 37";"55.176799, 61.54906";"1";"23794"
"??????????? No 3, 25";"55.176959, 61.548593";"1";"23795"
"??????????? No 3, 25-? ??????, 12";"55.17755, 61.553596";"1";"23796"
"??????????? No 3, 25-? ??????, 14";"55.177519, 61.553138";"1";"23797"
"??????????? No 3, 25-? ??????, 19";"55.177421, 61.552285";"1";"23798"
"??????????? No 3, 25-? ??????, 2";"55.17754, 61.554791";"1";"23799"
"??????????? No 3, 25-? ??????, 25";"55.177416, 61.551288";"1";"23800"
"??????????? No 3, 25-? ??????, 37";"55.177396, 61.549186";"1";"23801"
"??????????? No 3, 26-? ??????, 11";"55.17792, 61.553506";"1";"23802"
"??????????? No 3, 26-? ??????, 13";"55.1779, 61.553066";"1";"23803"
"??????????? No 3, 26-? ??????, 19";"55.177894, 61.552285";"1";"23804"
"??????????? No 3, 26-? ??????, 28";"55.178033, 61.551377";"1";"23805"
"??????????? No 3, 26-? ??????, 3";"55.17792, 61.554665";"1";"23806"
"??????????? No 3, 26-? ??????, 30";"55.177987, 61.550946";"1";"23807"
"??????????? No 3, 26-? ??????, 32";"55.178002, 61.55056";"1";"23808"
"??????????? No 3, 26-? ??????, 34";"55.177971, 61.550246";"1";"23809"
"??????????? No 3, 26-? ??????, 5";"55.17791, 61.554396";"1";"23810"
"??????????? No 3, 26-? ??????, 56";"55.178069, 61.54111";"1";"23811"
"??????????? No 3, 26-? ??????, 58";"55.178038, 61.540921";"1";"23812"
"??????????? No 3, 26-? ??????, 62";"55.178167, 61.539771";"1";"23813"
"??????????? No 3, 26-? ??????, 86";"55.178218, 61.536798";"1";"23814"
"??????????? No 3, 27";"55.178229, 61.551297";"1";"23815"
"??????????? No 3, 27-? ??????, 102";"55.178753, 61.536519";"1";"23816"
"??????????? No 3, 27-? ??????, 12";"55.178491, 61.552985";"1";"23817"
"??????????? No 3, 27-? ??????, 18";"55.178547, 61.552204";"1";"23818"
"??????????? No 3, 27-? ??????, 24";"55.178563, 61.551369";"1";"23819"
"??????????? No 3, 27-? ??????, 29";"55.178229, 61.550587";"1";"23820"
"??????????? No 3, 27-? ??????, 31";"55.17829, 61.550308";"1";"23821"
"??????????? No 3, 27-? ??????, 39";"55.178362, 61.549302";"1";"23822"
"??????????? No 3, 27-? ??????, 4";"55.178522, 61.554342";"1";"23823"
"??????????? No 3, 27-? ??????, 5";"55.178275, 61.554108";"1";"23824"
"??????????? No 3, 27-? ??????, 52";"55.17866, 61.543032";"1";"23825"
"??????????? No 3, 27-? ??????, 6";"55.178563, 61.554037";"1";"23826"
"??????????? No 3, 27-? ??????, 65";"55.178408, 61.540499";"1";"23827"
"??????????? No 3, 27-? ??????, 75";"55.178496, 61.538846";"1";"23828"
"??????????? No 3, 27-? ??????, 77";"55.178511, 61.538621";"1";"23829"
"??????????? No 3, 27-? ??????, 87";"55.178516, 61.537373";"1";"23830"
"??????????? No 3, 27-? ??????, 88";"55.178609, 61.538388";"1";"23831"
"??????????? No 3, 27-? ??????, 89";"55.178552, 61.537121";"1";"23832"
"??????????? No 3, 27-? ??????, 9";"55.178388, 61.553623";"1";"23833"
"??????????? No 3, 27-? ??????, 90";"55.178665, 61.538136";"1";"23834"
"??????????? No 3, 27-? ??????, 92";"55.178635, 61.537885";"1";"23835"
"??????????? No 3, 27-? ??????, 96";"55.178655, 61.537355";"1";"23836"
"??????????? No 3, 28-? ??????, 108";"55.179128, 61.537193";"1";"23837"
"??????????? No 3, 28-? ??????, 114";"55.179164, 61.536295";"1";"23838"
"??????????? No 3, 28-? ??????, 12";"55.179015, 61.55321";"1";"23839"
"??????????? No 3, 28-? ??????, 13";"55.178876, 61.553003";"1";"23840"
"??????????? No 3, 28-? ??????, 44";"55.179036, 61.548781";"1";"23841"
"??????????? No 3, 28-? ??????, 66";"55.179082, 61.543131";"1";"23842"
"??????????? No 3, 28-? ??????, 73";"55.178953, 61.541855";"1";"23843"
"??????????? No 3, 28-? ??????, 75";"55.178953, 61.541514";"1";"23844"
"??????????? No 3, 28-? ??????, 78";"55.179066, 61.541604";"1";"23845"
"??????????? No 3, 28-? ??????, 84";"55.179056, 61.540867";"1";"23846"
"??????????? No 3, 28-? ??????, 86";"55.179102, 61.540499";"1";"23847"
"??????????? No 3, 28-? ??????, 9";"55.178789, 61.553417";"1";"23848"
"??????????? No 3, 28-? ??????, 90";"55.179061, 61.539493";"1";"23849"
"??????????? No 3, 28-? ??????, 94";"55.179077, 61.538684";"1";"23850"
"??????????? No 3, 29-? ??????, 103";"55.179462, 61.539017";"1";"23851"
"??????????? No 3, 29-? ??????, 104";"55.179627, 61.539214";"1";"23852"
"??????????? No 3, 29-? ??????, 106";"55.179596, 61.538918";"1";"23853"
"??????????? No 3, 29-? ??????, 113";"55.179514, 61.53784";"1";"23854"
"??????????? No 3, 29-? ??????, 118";"55.179622, 61.53749";"1";"23855"
"??????????? No 3, 29-? ??????, 120";"55.179627, 61.537256";"1";"23856"
"??????????? No 3, 29-? ??????, 122";"55.179632, 61.537004";"1";"23857"
"??????????? No 3, 29-? ??????, 125";"55.179524, 61.53634";"1";"23858"
"??????????? No 3, 29-? ??????, 17";"55.179298, 61.552375";"1";"23859"
"??????????? No 3, 29-? ??????, 3";"55.179324, 61.554126";"1";"23860"
"??????????? No 3, 29-? ??????, 6";"55.17957, 61.554001";"1";"23861"
"??????????? No 3, 29-? ??????, 82";"55.179627, 61.542583";"1";"23862"
"??????????? No 3, 29-? ??????, 86";"55.179591, 61.542098";"1";"23863"
"??????????? No 3, 29-? ??????, 87";"55.179442, 61.541595";"1";"23864"
"??????????? No 3, 29-? ??????, 9";"55.179339, 61.553506";"1";"23865"
"??????????? No 3, 29-? ??????, 90";"55.179745, 61.541568";"1";"23866"
"??????????? No 3, 29-? ??????, 98";"55.179596, 61.540607";"1";"23867"
"??????????? No 3, 3-? ??????, 15";"55.172301, 61.539205";"1";"23868"
"??????????? No 3, 3-? ??????, 27";"55.173206, 61.538442";"1";"23869"
"??????????? No 3, 3-? ??????, 28";"55.173144, 61.538972";"1";"23870"
"??????????? No 3, 3-? ??????, 29";"55.173334, 61.538343";"1";"23871"
"??????????? No 3, 3-? ??????, 3";"55.171437, 61.539969";"1";"23872"
"??????????? No 3, 3-? ??????, 33";"55.173684, 61.53802";"1";"23873"
"??????????? No 3, 3-? ??????, 48";"55.175072, 61.537265";"1";"23874"
"??????????? No 3, 3-? ??????, 5";"55.171581, 61.539852";"1";"23875"
"??????????? No 3, 3-? ??????, 55";"55.175375, 61.536519";"1";"23876"
"??????????? No 3, 3-? ??????, 65";"55.176023, 61.535953";"1";"23877"
"??????????? No 3, 3-? ??????, 7";"55.171653, 61.539816";"1";"23878"
"??????????? No 3, 3-? ??????, 9";"55.171771, 61.53969";"1";"23879"
"??????????? No 3, 30-? ??????, 112";"55.180146, 61.538864";"1";"23880"
"??????????? No 3, 30-? ??????, 130";"55.180156, 61.536609";"1";"23881"
"??????????? No 3, 30-? ??????, 132";"55.180177, 61.536358";"1";"23882"
"??????????? No 3, 30-? ??????, 144";"55.180223, 61.529944";"1";"23883"
"??????????? No 3, 30-? ??????, 42";"55.180028, 61.548961";"1";"23884"
"??????????? No 3, 30-? ??????, 66";"55.180059, 61.544955";"1";"23885"
"??????????? No 3, 30-? ??????, 67";"55.179951, 61.544631";"1";"23886"
"??????????? No 3, 31-? ??????, 10";"55.180526, 61.553138";"1";"23887"
"??????????? No 3, 31-? ??????, 108";"55.180557, 61.53899";"1";"23888"
"??????????? No 3, 31-? ??????, 110";"55.180542, 61.538774";"1";"23889"
"??????????? No 3, 31-? ??????, 112";"55.180542, 61.538532";"1";"23890"
"??????????? No 3, 31-? ??????, 118";"55.180583, 61.537759";"1";"23891"
"??????????? No 3, 31-? ??????, 119";"55.180439, 61.537768";"1";"23892"
"??????????? No 3, 31-? ??????, 121";"55.180439, 61.537624";"1";"23893"
"??????????? No 3, 31-? ??????, 122";"55.180578, 61.537274";"1";"23894"
"??????????? No 3, 31-? ??????, 124";"55.18064, 61.536977";"1";"23895"
"??????????? No 3, 31-? ??????, 13";"55.180429, 61.552599";"1";"23896"
"??????????? No 3, 31-? ??????, 130";"55.18065, 61.536223";"1";"23897"
"??????????? No 3, 31-? ??????, 132";"55.180676, 61.535603";"1";"23898"
"??????????? No 3, 31-? ??????, 136";"55.180727, 61.534992";"1";"23899"
"??????????? No 3, 31-? ??????, 143";"55.180167, 61.5313";"1";"23900"
"??????????? No 3, 31-? ??????, 144";"55.18065, 61.534031";"1";"23901"
"??????????? No 3, 31-? ??????, 164";"55.18067, 61.53139";"1";"23902"
"??????????? No 3, 31-? ??????, 170";"55.180686, 61.530546";"1";"23903"
"??????????? No 3, 31-? ??????, 176";"55.180737, 61.529782";"1";"23904"
"??????????? No 3, 31-? ??????, 18";"55.180526, 61.552258";"1";"23905"
"??????????? No 3, 31-? ??????, 2";"55.180511, 61.554602";"1";"23906"
"??????????? No 3, 31-? ??????, 30";"55.180511, 61.550291";"1";"23907"
"??????????? No 3, 31-? ??????, 41?";"55.180429, 61.548548";"1";"23908"
"??????????? No 3, 31-? ??????, 42";"55.180526, 61.548763";"1";"23909"
"??????????? No 3, 31-? ??????, 44";"55.180521, 61.548422";"1";"23910"
"??????????? No 3, 31-? ??????, 46";"55.180521, 61.548153";"1";"23911"
"??????????? No 3, 31-? ??????, 47";"55.180413, 61.547676";"1";"23912"
"??????????? No 3, 31-? ??????, 52";"55.180532, 61.546769";"1";"23913"
"??????????? No 3, 31-? ??????, 55";"55.180408, 61.546401";"1";"23914"
"??????????? No 3, 31-? ??????, 62";"55.180537, 61.545476";"1";"23915"
"??????????? No 3, 31-? ??????, 63";"55.180408, 61.545368";"1";"23916"
"??????????? No 3, 31-? ??????, 65";"55.180408, 61.545125";"1";"23917"
"??????????? No 3, 31-? ??????, 67";"55.180408, 61.544883";"1";"23918"
"??????????? No 3, 31-? ??????, 68";"55.180532, 61.544739";"1";"23919"
"??????????? No 3, 31-? ??????, 72";"55.180521, 61.544236";"1";"23920"
"??????????? No 3, 31-? ??????, 74";"55.180588, 61.543939";"1";"23921"
"??????????? No 3, 31-? ??????, 77";"55.180418, 61.543643";"1";"23922"
"??????????? No 3, 31-? ??????, 78";"55.180547, 61.543347";"1";"23923"
"??????????? No 3, 31-? ??????, 84";"55.180547, 61.54261";"1";"23924"
"??????????? No 3, 31-? ??????, 9";"55.180429, 61.553084";"1";"23925"
"??????????? No 3, 31-? ??????, 96";"55.180598, 61.541155";"1";"23926"
"??????????? No 3, 32-? ??????, 1";"55.180886, 61.554584";"1";"23927"
"??????????? No 3, 32-? ??????, 113";"55.180866, 61.538999";"1";"23928"
"??????????? No 3, 32-? ??????, 122";"55.181056, 61.538226";"1";"23929"
"??????????? No 3, 32-? ??????, 123";"55.180917, 61.537669";"1";"23930"
"??????????? No 3, 32-? ??????, 125";"55.180922, 61.537534";"1";"23931"
"??????????? No 3, 32-? ??????, 127";"55.180927, 61.537211";"1";"23932"
"??????????? No 3, 32-? ??????, 130";"55.181118, 61.537085";"1";"23933"
"??????????? No 3, 32-? ??????, 137";"55.180861, 61.535998";"1";"23934"
"??????????? No 3, 32-? ??????, 168";"55.181231, 61.53245";"1";"23935"
"??????????? No 3, 32-? ??????, 169";"55.181035, 61.531597";"1";"23936"
"??????????? No 3, 32-? ??????, 172";"55.181154, 61.531866";"1";"23937"
"??????????? No 3, 32-? ??????, 2";"55.180989, 61.554584";"1";"23938"
"??????????? No 3, 32-? ??????, 27";"55.180922, 61.550506";"1";"23939"
"??????????? No 3, 32-? ??????, 36";"55.181015, 61.54906";"1";"23940"
"??????????? No 3, 32-? ??????, 39";"55.180912, 61.548835";"1";"23941"
"??????????? No 3, 32-? ??????, 45";"55.180917, 61.548099";"1";"23942"
"??????????? No 3, 32-? ??????, 5";"55.180902, 61.554045";"1";"23943"
"??????????? No 3, 32-? ??????, 55";"55.180902, 61.546446";"1";"23944"
"??????????? No 3, 32-? ??????, 56";"55.18103, 61.546194";"1";"23945"
"??????????? No 3, 32-? ??????, 61";"55.180907, 61.545673";"1";"23946"
"??????????? No 3, 32-? ??????, 62";"55.18102, 61.545332";"1";"23947"
"??????????? No 3, 32-? ??????, 63";"55.180907, 61.545404";"1";"23948"
"??????????? No 3, 32-? ??????, 66";"55.181025, 61.544955";"1";"23949"
"??????????? No 3, 32-? ??????, 69";"55.180902, 61.544739";"1";"23950"
"??????????? No 3, 32-? ??????, 74";"55.181015, 61.543957";"1";"23951"
"??????????? No 3, 32-? ??????, 83";"55.180907, 61.542754";"1";"23952"
"??????????? No 3, 32-? ??????, 9";"55.180907, 61.553246";"1";"23953"
"??????????? No 3, 32-? ??????, 98";"55.181082, 61.540355";"1";"23954"
"??????????? No 3, 33-? ??????, 1";"55.18139, 61.554584";"1";"23955"
"??????????? No 3, 33-? ??????, 104";"55.181534, 61.540104";"1";"23956"
"??????????? No 3, 33-? ??????, 143";"55.181513, 61.533609";"1";"23957"
"??????????? No 3, 33-? ??????, 150";"55.181698, 61.533546";"1";"23958"
"????????? ?????, 5";"55.179622, 61.280841";"1";"23959"
"????????? ?????, 6";"55.180002, 61.280455";"1";"23960"
"????????? ?????, 7";"55.179277, 61.280724";"1";"23961"
"????????? ?????, 8";"55.179863, 61.279969";"1";"23962"
"????????? ?????, 8?";"55.179581, 61.279646";"1";"23963"
"????????? ?????, 9";"55.179205, 61.280041";"1";"23964"
"???????? ?????, 1";"55.160756, 61.256784";"1";"23965"
"???????? ?????, 11";"55.159959, 61.25567";"1";"23966"
"???????? ?????, 13";"55.159871, 61.255311";"1";"23967"
"???????? ?????, 15";"55.159732, 61.254951";"1";"23968"
"???????? ?????, 17";"55.159604, 61.254682";"1";"23969"
"???????? ?????, 17?";"55.159465, 61.254412";"1";"23970"
"???????? ?????, 19";"55.1593, 61.253658";"1";"23971"
"???????? ?????, 21";"55.159285, 61.253272";"1";"23972"
